title,authors,year,keywords,document_type,source,source_file,doi,journal,document_type_enhanced,repository
Impact of Industry 4.0 Technologies in Enhancing Sustainability of Maritime Logistics,Kumar U.; Dixit V.; Jha K.,2024,decision-making frameworks; economic impact; environmental impact; Industry 4.0; maritime logistics; social impact; sustainability,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.2118/222422-MS,Society of Petroleum Engineers - ADIPEC 2024,Conference paper,
Maturity Model for Cognitive Twin-Enabled Sustainable Supply Chains,Bukowski L.; Werbinska-Wojciechowska S.,2026,AHP; automation; circularity; Cognitive Twin; in-house logistics; Industry 5.0; maturity model; supply chain; sustainability,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.3390/su18073635,Sustainability (Switzerland),Article,
Integrated Framework for Renewable Energy Systems in Smart Industrial Environments: A Cyber-Physical Perspective,Baby H.; Mohan A.M.; Gopal S.; Krishna Priya T.K.,2025,Cyber-Physical Systems; Industrial Control Systems; Smart Grids; Sustainable Energy Systems,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/IConSCEPT66142.2025.11437194,"Proceedings of 2025 International Conference on Signal Processing, Computation, Electronics, Power and Telecommunication, IConSCEPT 2025",Conference paper,
LightZero: A Unified Benchmark for Monte Carlo Tree Search in General Sequential Decision Scenarios,Niu Y.; Pu Y.; Yang Z.; Li X.; Zhou T.; Ren J.; Hu S.; Li H.; Liu Y.,2023,,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,,Advances in Neural Information Processing Systems,Conference paper,
Design of Multi Agent Autonomous Workflow Systems using Agentic AI Frameworks,Apuri H.; Yepuri C.,2026,agentic AI; autonomous workflows; decision intelligence; machine learning; multi-agent systems,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICAUC68182.2026.11441280,"Proceedings of the 2026 International Conference on AI-Driven Smart Systems and Ubiquitous Computing, ICAUC 2026",Conference paper,
Assuring voltage stability in the smart grid,Kumar R.,2011,coordinated local and wide area situational awareness; distributed autonomous intelligence; fast local control; flexible smart grid; power system control; power system stability; voltage stability,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ISGT.2011.5759192,"IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT Europe",Conference paper,
AI Agent-Enabled Predictive Analytics and Intelligent Dashboard Automation for Real-Time Decision Intelligence in Large Enterprises,Matla R.K.,2026,AI Agents; Intelligent Dashboards; Machine Learning; Predictive Analytics; Real-Time Decision Intelligence,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICSADL67539.2026.11452115,"Proceedings of the 5th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2026",Conference paper,
Intelligent Stakeholder Collaboration for Service Innovation in the Digital Economy,Su Y.; Li X.,2025,CNN-LSTM; Data-Driven Management; Digital Economy; Fuzzy AHP; Intelligent Decision Making; Service Innovation; Stakeholder Collaboration; System Dynamics,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.33168/JLISS.2025.0911,"Journal of Logistics, Informatics and Service Science",Article,
Data Science and Strategic Complexity,Bisson C.; Warin T.,2020,data science; decision intelligence; economic complexity; scenario planning; strategic complexity,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICTMOD49425.2020.9380587,"2020 IEEE International Conference on Technology Management, Operations and Decisions, ICTMOD 2020",Conference paper,
Analysing the Role of Multi-Agent AI Models for Autonomous Business Decision Systems,Tayal C.; Murumkar S.; Biradar S.,2026,Automated Machine Learning (AutoML); Autonomous Decision-Making; Decision Intelligence (DI); Large Language Model Agents (LLM Agents); Multi-Agent Systems (MAS),Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/CCWC67433.2026.11393746,"2026 IEEE 16th Annual Computing and Communication Workshop and Conference, CCWC 2026",Conference paper,
Machine Learning for Wireless Sensor Networks Security: An Overview of Challenges and Issues,Ahmad R.; Wazirali R.; Abu-Ain T.,2022,6LoWPAN; machine learning; wireless sensor networks; WSNs security; ZigBee,Review,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.3390/s22134730,Sensors,Review,
A human-like decision intelligence for obstacle avoidance in autonomous vehicle parking,Nakrani N.M.; Joshi M.M.,2022,Autonomous vehicles; Fuzzy control systems; Obstacle avoidance; Sensor-based motion planning,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1007/s10489-021-02653-3,Applied Intelligence,Article,
Decision Intelligence into Synchronization,Kaneko T.,2023,AI; decision intelligence; decision-making; link; LYEE theory; ML; Scenario Function; synchronization,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ICCAE56788.2023.10111454,"2023 15th International Conference on Computer and Automation Engineering, ICCAE 2023",Conference paper,
Research trends in market intelligence: a review through a data-driven quantitative approach,Soykoth M.W.; Sim W.; Frederick S.,2025,Bibliometric analysis; Keyword analysis; Literature review; Market intelligence; Performance analysis; Science mapping,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1057/s41270-023-00285-9,Journal of Marketing Analytics,Article,
Deep reinforcement learning with reference system to handle constraints for energy-efficient train control,Shang M.; Zhou Y.; Fujita H.,2021,Constraint handling; Deep reinforcement learning; Energy saving; Train control,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1016/j.ins.2021.04.088,Information Sciences,Article,
Enhancing Decision Intelligence through Generative AI: A Framework for Data-Driven Strategic Planning,Gupta C.P.; Kumar V.V.R.,2026,Decision Intelligence; Generative AI; Human-AI Collaboration; Managerial Decision-Making; Qualitative Research; Strategic Planning; Thematic Analysis,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/IC3ET64989.2026.11467400,"2026 International Conference on Communication, Computing and Emerging Technologies, IC3ET 2026",Conference paper,
Efficient-Enhanced Reinforcement Learning for Autonomous Driving in Urban Traffic Scenarios,Yin J.; Jiang Z.; Liang Q.; Li W.; Pan Z.; Li H.; Liu J.,2023,,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/ITSC57777.2023.10422557,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",Conference paper,
Deep reinforcement learning for optimal rescue path planning in uncertain and complex urban pluvial flood scenarios,Li X.; Liang X.; Wang X.; Wang R.; Shu L.; Xu W.,2023,Deep reinforcement learning; Intelligent computing; Rescue path planning; Smart city; Urban pluvial flood,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1016/j.asoc.2023.110543,Applied Soft Computing,Article,
Prescriptive Analytics: A Bibliometric Analysis of Current Trends in Data - Driven Decision - Making; [规定性分析：数据驱动决策中的当前趋势之书目计量学分析],Burhanudin K.; Abas Z.A.; Yunos N.M.; Jaya A.S.M.; Rahman A.F.N.A.; Ezani M.F.M.; Jusoh M.H.,2025,Decision Intelligence; Decision Science; Prescriptive Analytics; Scopus; Scopus; Web of Science (WoS); Web of Science（WoS）; 决策智能; 决策科学。; 规定性分析,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.55463/ISSN.1674-2974.52.9.6,Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences,Article,
Trends in marine pollution mitigation technologies: Scientometric analysis of published literature (1990-2022),Anthony D.; Siriwardana H.; Ashvini S.; Pallewatta S.; Samarasekara S.M.; Edirisinghe S.; Vithanage M.,2023,Artificial intelligence and machine learning; Bibliometric analysis; Keyword networks; Marine pollution; SCOPUS,Review,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1016/j.rsma.2023.103156,Regional Studies in Marine Science,Review,
A Meta-Pipeline for Artificial Intelligence-Driven Homeostatic Control and Distributed Resource Optimization in Sustainable Energy Systems,Hidalgo M.; Yanine F.F.; Sahoo S.K.,2026,artificial intelligence pipeline; distributed resource optimization; homeostatic control; reinforcement learning control; smart grids; sustainable energy systems,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.3390/pr14071123,Processes,Article,
Four simple questions: Decision-centered risk and project management,Haskett W.,2021,,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.2118/205848-MS,Proceedings - SPE Annual Technical Conference and Exhibition,Conference paper,
CO-XAI—Cognitive Decision Intelligence Framework for Explainable AI Systems,Sajno E.; De Gaspari S.; Pupillo C.; Riva G.,2024,,Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1089/cyber.2024.87594.ceu,"Cyberpsychology, Behavior, and Social Networking",Article,
Optimizing Asset Lifecycle Through Data-Driven Asset Insights,Mohd Zahid A.; Al Jundi Abdullah M.; Kean N.W.,2025,Asset Lifecycle; Asset Management; Data Analytics; Data-Driven Insights; Decision-Making; Maintenance Decision Intelligence; Maintenance Prioritization; Maintenance Strategy,Conference Paper,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1109/CEPSI66359.2025.11403788,"2025 25th Conference of the Electric Power Supply Industry, CEPSI 2025",Conference paper,
A delphi-informed fuzzy multi-criteria decision framework for prioritizing sustainable development goals in industrial strategy: an application to the paint and coatings sector,Toufighi S.P.; Tafazoli R.; Habibi S.; Vang J.,2026,"Industrial strategy integration, Decision-support system, Fuzzy MCDM; Informatization; Sustainable industrial systems",Article,Scopus,lexical-DI-scopus_export_May 17-2026_de87dcc4-c204-42db-b81d-0c77454d1867.csv,10.1016/j.jii.2026.101091,Journal of Industrial Information Integration,Article,
